epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,1643.17,1.26348,1.38365,1.91461,0.71255,0.87811,0.9094,0.70982,0.92464,0.97966,1.6806,0.0065548,0.0065548,0.0065548
176,1652.28,1.28822,1.37723,1.96115,0.60114,0.81351,0.87281,0.6669,0.99741,1.16557,1.7564,0.006535,0.006535,0.006535
177,1661.51,1.18791,1.25949,1.77539,0.57706,0.88999,0.85664,0.64097,0.99256,1.21676,1.75626,0.0065152,0.0065152,0.0065152
178,1670.71,1.30316,1.329,1.88607,0.59863,0.91612,0.84649,0.60566,1.06765,1.1878,1.76219,0.0064954,0.0064954,0.0064954
179,1679.99,1.22015,1.35258,1.91644,0.7451,0.84082,0.88379,0.67172,0.96034,0.95241,1.68718,0.0064756,0.0064756,0.0064756
180,1689.31,1.25497,1.36345,1.88779,0.78559,0.82192,0.88672,0.71184,0.88281,0.93649,1.65456,0.0064558,0.0064558,0.0064558
181,1698.43,1.19448,1.32088,1.78899,0.82454,0.79273,0.9049,0.73048,0.87082,0.92336,1.63089,0.006436,0.006436,0.006436
182,1707.69,1.30607,1.38196,1.94161,0.71474,0.82626,0.90333,0.69834,0.9102,0.92703,1.65163,0.0064162,0.0064162,0.0064162
183,1716.96,1.32277,1.49583,1.89879,0.80422,0.84835,0.9104,0.65824,0.98204,1.00273,1.69042,0.0063964,0.0063964,0.0063964
184,1726.13,1.14336,1.30144,1.78121,0.80422,0.84835,0.9104,0.65824,0.98204,1.00273,1.69042,0.0063766,0.0063766,0.0063766
185,1735.38,1.2557,1.33425,1.85029,0.69666,0.69578,0.82922,0.60514,1.06536,1.19415,1.77157,0.0063568,0.0063568,0.0063568
